NodeSet := data{ n1 .. n58  };

Composite table:
   i       j         ArcFixedCost
   n46     n37            492
   n37     n47           1099
   n47     n37           1099
   n37     n48           1592
   n48     n37           1592
   n37     n49           1218
   n49     n37           1218
   n37     n50           4252
   n50     n37           4252
   n37     n51           1115
   n51     n37           1115
   n37     n52           1095
   n52     n37           1095
   n37     n53           3816
   n53     n37           3816
   n37     n54           1560
   n54     n37           1560
   n37     n55           1672
   n55     n37           1672
   n37     n56            634
   n56     n37            634
   n37     n57           1908
   n57     n37           1908
   n37     n58           2570
   n58     n37           2570
   n38     n39           2590
   n39     n38           2590
   n38     n40           4848
   n40     n38           4848
   n38     n41           2761
   n41     n38           2761
   n38     n42            544
   n42     n38            544
   n38     n43           3481
   n43     n38           3481
   n38     n44           4068
   n44     n38           4068
   n38     n45           3875
   n45     n38           3875
   n38     n46           4505
   n46     n38           4505
   n38     n47           3145
   n47     n38           3145
   n38     n48           2667
   n48     n38           2667
   n38     n49           3236
   n49     n38           3236
   n38     n50           4764
   n50     n38           4764
   n38     n51           3073
   n51     n38           3073
   n38     n52           3083
   n52     n38           3083
   n38     n53           4328
   n53     n38           4328
   n38     n54           2613
   n54     n38           2613
   n38     n55           2513
   n55     n38           2513
   n38     n56           4144
   n56     n38           4144
   n38     n57           3590
   n57     n38           3590
   n38     n58           3718
   n58     n38           3718
   n39     n40           3065
   n40     n39           3065
   n39     n41            432
   n41     n39            432
   n39     n42           3124
   n42     n39           3124
   n39     n43           1014
   n43     n39           1014
   n39     n44           2351
   n44     n39           2351
   n39     n45           1445
   n45     n39           1445
   n39     n46           1783
   n46     n39           1783
   n39     n47            602
   n47     n39            602
   n39     n48            345
   n48     n39            345
   n39     n49            688
   n49     n39            688
   n39     n50           3168
   n50     n39           3168
   n39     n51            590
   n51     n39            590
   n39     n52            488
   n52     n39            488
   n39     n53           2732
   n53     n39           2732
   n39     n54            498
   n54     n39            498
   n39     n55            589
   n55     n39            589
   n39     n56           1717
   n56     n39           1717
   n39     n57           1369
   n57     n39           1369
   n39     n58           2331
   n58     n39           2331
   n40     n41           2597
   n41     n40           2597
   n40     n42           5330
   n42     n40           5330
   n40     n43           2409
   n43     n40           2409
   n40     n44            839
   n44     n40            839
   n40     n45           3935
   n45     n40           3935
   n40     n46           4270
   n46     n40           4270
   n40     n47           2721
   n47     n40           2721
   n40     n48           2923
   n48     n40           2923
   n40     n49           2559
   n49     n40           2559
   n40     n50           1582
   n50     n40           1582
   n40     n51           2649
   n51     n40           2649
   n40     n52           2753
   n52     n40           2753
   n40     n53           1146
   n53     n40           1146
   n40     n54           2568
   n54     n40           2568
   n40     n55           2651
   n55     n40           2651
   n40     n56           4204
   n56     n40           4204
   n40     n57           1889
   n57     n40           1889
   n40     n58           1211
   n58     n40           1211
   n41     n42           3294
   n42     n41           3294
   n41     n43            722
   n43     n41            722
   n41     n44           1883
   n44     n41           1883
   n41     n45           1423
   n45     n41           1423
   n41     n46           1783
   n46     n41           1783
   n41     n47            391
   n47     n41            391
   n41     n48            192
   n48     n41            192
   n41     n49            416
   n49     n41            416
   n41     n50           2928
   n50     n41           2928
   n41     n51            319
   n51     n41            319
   n41     n52            217
   n52     n41            217
   n41     n53           2492
   n53     n41           2492
   n41     n54            184
   n54     n41            184
   n41     n55            282
   n55     n41            282
   n41     n56           1795
   n56     n41           1795
   n41     n57           1095
   n57     n41           1095
   n41     n58           2042
   n58     n41           2042
   n42     n43           4015
   n43     n42           4015
   n42     n44           4642
   n44     n42           4642
   n42     n45           4409
   n45     n42           4409
   n42     n46           4739
   n46     n42           4739
   n42     n47           3750
   n47     n42           3750
   n42     n48           3201
   n48     n42           3201
   n42     n49           3770
   n49     n42           3770
   n42     n50           5338
   n50     n42           5338
   n42     n51           3607
   n51     n42           3607
   n42     n52           3617
   n52     n42           3617
   n42     n53           4902
   n53     n42           4902
   n42     n54           3147
   n54     n42           3147
   n42     n55           3047
   n55     n42           3047
   n42     n56           4678
   n56     n42           4678
   n42     n57           4124
   n57     n42           4124
   n42     n58           4252
   n58     n42           4252
   n43     n44           1720
   n44     n43           1720
   n43     n45           1698
   n45     n43           1698
   n43     n46           2037
   n46     n43           2037
   n43     n47            554
   n47     n43            554
   n43     n48            852
   n48     n43            852
   n43     n49            339
   n49     n43            339
   n43     n50           3004
   n50     n43           3004
   n43     n51            429
   n51     n43            429
   n43     n52            533
   n52     n43            533
   n43     n53           2571
   n53     n43           2571
   n43     n54            889
   n54     n43            889
   n43     n55            993
   n55     n43            993
   n43     n56           1967
   n56     n43           1967
   n43     n57            527
   n57     n43            527
   n43     n58           1123
   n58     n43           1123
   n44     n45           3221
   n45     n44           3221
   n44     n46           3556
   n46     n44           3556
   n44     n47           2274
   n47     n44           2274
   n44     n48           2235
   n48     n44           2235
   n44     n49           1870
   n49     n44           1870
   n44     n50           1601
   n50     n44           1601
   n44     n51           1954
   n51     n44           1954
   n44     n52           1960
   n52     n44           1960
   n44     n53           1170
   n53     n44           1170
   n44     n54           1854
   n54     n44           1854
   n44     n55           1917
   n55     n44           1917
   n44     n56           3490
   n56     n44           3490
   n44     n57           1226
   n57     n44           1226
   n44     n58            522
   n58     n44            522
   n45     n46            273
   n46     n45            273
   n45     n47           1340
   n47     n45           1340
   n45     n48           1525
   n48     n45           1525
   n45     n49           1355
   n49     n45           1355
   n45     n50           4344
   n50     n45           4344
   n45     n51           1258
   n51     n45           1258
   n45     n52            942
   n52     n45            942
   n45     n53           3908
   n53     n45           3908
   n45     n54           1700
   n54     n45           1700
   n45     n55           1798
   n55     n45           1798
   n45     n56            312
   n56     n45            312
   n45     n57           2051
   n57     n45           2051
   n45     n58           3033
   n58     n45           3033
   n46     n47           1668
   n47     n46           1668
   n46     n48           1863
   n48     n46           1863
   n46     n49           1693
   n49     n46           1693
   n46     n50           4679
   n50     n46           4679
   n46     n51           1596
   n51     n46           1596
   n46     n52           1580
   n52     n46           1580
   n46     n53           4243
   n53     n46           4243
   n46     n54           2038
   n54     n46           2038
   n46     n55           2134
   n55     n46           2134
   n46     n56            254
   n56     n46            254
   n46     n57           2389
   n57     n46           2389
   n46     n58           3351
   n58     n46           3351
   n47     n48            520
   n48     n47            520
   n47     n49             86
   n49     n47             86
   n47     n50           3299
   n50     n47           3299
   n47     n51             72
   n51     n47             72
   n47     n52            170
   n52     n47            170
   n47     n53           2864
   n53     n47           2864
   n47     n54            558
   n54     n47            558
   n47     n55            662
   n55     n47            662
   n47     n56           1489
   n56     n47           1489
   n47     n57            856
   n57     n47            856
   n47     n58           1434
   n58     n47           1434
   n48     n49            543
   n49     n48            543
   n48     n50           2931
   n50     n48           2931
   n48     n51            448
   n51     n48            448
   n48     n52            342
   n52     n48            342
   n48     n53           2495
   n53     n48           2495
   n48     n54            239
   n54     n48            239
   n48     n55            288
   n55     n48            288
   n48     n56           1797
   n56     n48           1797
   n48     n57           1266
   n57     n48           1266
   n48     n58           1878
   n58     n48           1878
   n49     n50           3295
   n50     n49           3295
   n49     n51             97
   n51     n49             97
   n49     n52            199
   n52     n49            199
   n49     n53           2859
   n53     n49           2859
   n49     n54            588
   n54     n49            588
   n49     n55            692
   n55     n49            692
   n49     n56           1637
   n56     n49           1637
   n49     n57            858
   n57     n49            858
   n49     n58           1339
   n58     n49           1339
   n50     n51           3227
   n51     n50           3227
   n50     n52           3206
   n52     n50           3206
   n50     n53            446
   n53     n50            446
   n50     n54           2750
   n54     n50           2750
   n50     n55           2649
   n55     n50           2649
   n50     n56           4617
   n56     n50           4617
   n50     n57           2417
   n57     n50           2417
   n50     n58           1882
   n58     n50           1882
   n51     n52            102
   n52     n51            102
   n51     n53           2791
   n53     n51           2791
   n51     n54            486
   n54     n51            486
   n51     n55            590
   n55     n51            590
   n51     n56           1535
   n56     n51           1535
   n51     n57           8700
   n57     n51           8700
   n51     n58           1441
   n58     n51           1441
   n52     n53           2770
   n53     n52           2770
   n52     n54            389
   n54     n52            389
   n52     n55            497
   n55     n52            497
   n52     n56           1514
   n56     n52           1514
   n52     n57            888
   n57     n52            888
   n52     n58           1543
   n58     n52           1543
   n53     n54           2314
   n54     n53           2314
   n53     n55           2213
   n55     n53           2213
   n53     n56           4181
   n56     n53           4181
   n53     n57           2105
   n57     n53           2105
   n53     n58           1446
   n58     n53           1446
   n54     n55            112
   n55     n54            112
   n54     n56           1972
   n56     n54           1972
   n54     n57            994
   n57     n54            994
   n54     n58           1345
   n58     n54           1345
   n55     n56           2076
   n56     n55           2076
   n55     n57           1057
   n57     n55           1057
   n55     n58           1408
   n58     n55           1408
   n56     n57           2328
   n57     n56           2328
   n56     n58           2986
   n58     n56           2986
   n57     n58            962
   n58     n57            962
;

Composite table:
   i            Demand
! --------------------
   n1            -24
   n4              1
   n5              1
   n7              1
   n8              1
   n11             1
   n16             1
   n17             1
   n19             1
   n20             1
   n22             1
   n25             1
   n30             1
   n31             1
   n32             1
   n37             1
   n38             1
   n40             1
   n42             1
   n43             1
   n44             1
   n50             1
   n51             1
   n53             1
   n57             1
;
